country,year,co2,coal_co2,cement_co2,gas_co2,oil_co2,methane,n2o,ghg,warmingimpact
Afghanistan,1999,1091640,3664,47400,241824,776768,12904239,3698630.2,19207622,0.000926633
Afghanistan,2000,1047127.94,3664,10216,223504,787760,11642741,3220794.2,16954712,0.00093048
Afghanistan,2001,1069098,69616,6538,208848,762112,10357091,2851813,15772437,0.000931848
Afghanistan,2002,1340995,55109,11033,547416,727438,12464404,3297560.8,20735294,0.000939011
Afghanistan,2003,1559602,91813,9807,466408,991575,12859437,3432807.2,21422782,0.000948015
Afghanistan,2004,1237247,91600,9807,227168,908672,12921863,3410336.2,20056680,0.000958303
Afghanistan,2005,1889507,106256,6211,329760,1447280,13274594,3559030,20766370,0.00097088
Afghanistan,2006,2159318,160944,12177,329204,1656993,13566204,3415979.2,21007200,0.000986329
Afghanistan,2007,2799909,747456,11605,307776,1733072,13973930,3362551.2,21890054,0.001002786
Afghanistan,2008,4254477,1078145,15242,297040,2864051,15252504,3662465.5,24753586,0.001022211
Afghanistan,2009,6391888,1514100,12872,271291,4593624,15659943,3964200.2,27461910,0.001044456
Afghanistan,2010,8364803.5,2246032,14547,271136,5833088,17641274,4382266.5,31580838,0.001071644
Afghanistan,2011,11838316,4180624,14588,307776,7335328,18204690,4515846.5,35633880,0.001100859
Afghanistan,2012,10035314,3125392,28930,307776,6573216,18094412,4532039,33621660,0.001128697
Afghanistan,2013,9228517,3302577,35550,296902,5593488,18228324,4543767.5,32971018,0.001156068
Afghanistan,2014,9086037,3621491,28644,271245,5164657,18682972,4819275,33680890,0.001183726
Afghanistan,2015,9670181,2722352,41189,282128,6624512,18048024,4798486.5,33568844,0.001209315
Afghanistan,2016,8906380,2717565,76126,318636,5794053,18125100,4766826,33088200,0.001232898
Afghanistan,2017,9677441,3257296,44785,300448,6074912,18182184,4969331.5,36573804,0.001256561
Afghanistan,2018,10601884,3633429,56880,293019,6618555,18740790,4875878.5,36747790,0.001279964
Afghanistan,2019,10825145,3700640,38329,245488,6840688,18733696,4627968,39145256,0.001302663
Afghanistan,2020,11605929,4115975,60674,153937,7275343,18086402,4539375.5,37833400,0.001326153
Afghanistan,2021,10271881,3396528,16345,157552,6701456,18751296,4386595.5,38313156,0.001353366
Afghanistan,2022,10557803,3531304,16345,148278,6861876,18825868,4367949,39485036,0.001377204
Albania,1950,296725,43432,7180,0,246114,1670960.2,559187.2,4807795,0.000107174
Albania,1951,402981,73280,7269,10992,311440,1729707.2,569797.4,5201947.5,0.000109998
Albania,1952,373669,76197,7198,10885,279389,1765139.4,579261.56,5570485,0.000113032
Albania,1953,413973,113584,7269,18320,274800,1815868.2,587788.1,5826075.5,0.000116246
Albania,1954,501909.03,157552,7269,29312,307776,1884732.1,595585.1,6205071.5,0.000119729
Albania,1955,663006,219840,21806,36640,384720,1970068.8,602860.94,6603316.5,0.000123509
Albania,1956,838789,249152,32708.998,47632,509296,2071658.6,609823.6,7062397.5,0.000127572
Albania,1957,1505607,274800,36343,58624,1135840,2325516.8,616681.56,8228677.5,0.000132445
Albania,1958,1201465,289456,39977,65952,806080,2300017.5,623642.8,8068413.5,0.000137134
Albania,1959,1443319,337088,36343,76944,992944,2438220.2,630915.75,9796621,0.000142722
Albania,1960,2022231.1,326096,36343,84272,1575520,2700907,638708.5,8963375,0.00014819
Albania,1961,2278533,321914,58055,84137,1814427,2672880,696021.2,8305684.5,0.000153287
Albania,1962,2461733,362736,58149,84272,1956576,2745607.2,700323.9,8139223.5,0.000158309
Albania,1963,2080617,282128,65417,84272,1648800,2638232,694245.9,7120079,0.000162765
Albania,1964,2014694.9,333424,61783,84272,1535216,2618537.2,704571.56,7751528,0.000167546
Albania,1965,2172159,395046,72563,84130,1620419,2775736.5,744489.94,8271145.5,0.000172782
Albania,1966,2549579,477005,69151,102740,1900683,2882739.8,755254.7,8811016,0.000178235
Albania,1967,2677493,523952,109029,128240.01,1916272,2926697.2,789612.4,8605448,0.000183409
Albania,1968,3069214,589904,149006,146560,2183744,2913165,812622.25,8933522,0.000188759
Albania,1969,3241303,688832,163543,168544,2220384,2924939.8,785548.75,9063794,0.000193985
Albania,1970,3739486,891225,178255,187047,2482960,2981140.5,816147.7,9391573,0.000199751
Albania,1971,4348023,989280,178391,241824,2938528,2934476,843025.5,9818439,0.000205523
Albania,1972,5637977,1080880,196937,278464,4081696,3180447.8,847327.5,11089876,0.000212191
Albania,1973,5286406,1168816,255734,366400,3495456,3231323.8,870992.8,10689287,0.000218661
Albania,1974,4341512,1210141,278371,429050,2423950,3134073.8,891088.06,9281565,0.000224212
Albania,1975,4591172,1260416,322612,553264,2454880,3243413.8,896953.5,10013362,0.000230104
Albania,1976,4947198,1272350,349136,671009,2654702,3422179.8,995140.06,11927514,0.000236946
Albania,1977,5717343,1699007,374992,699376,2943969,3540674.8,1048297.5,11832399,0.00024345
Albania,1978,6491245,2126321,401902,678223,3284799,3823948.5,1208912.5,12934224,0.000250947
Albania,1979,7583971,2680752,424311,706810,3772097,3860294.2,1238252.2,13871449,0.00025866
Albania,1980,5170837,2322976,502901.03,773104,1571856,3930132.5,1257804.5,11315087,0.000264831
Albania,1981,7339622,2644087,396146,805678,3493711,3943826.5,1280750.6,13298025,0.000271971
Albania,1982,7307607,2879904,419287,864704,3143712,4388525,1286301.2,13551663,0.00027979
Albania,1983,7630809,3103408,423721,974624,3129056,4681848.5,1326157.9,14289615,0.000288612
Albania,1984,7825903,3400192,435615,1044240,2945856,4333533,1350036.9,13953504,0.000296769
Albania,1985,7881540,3722624,432628,970960,2755328,4261183,1321799.6,13866290,0.000304471
Albania,1986,8058077,3707968,429629,1051568,2868912,4375827,1354354.5,14043896,0.00031223
Albania,1987,7447081,3735456,438060,450894,2822670,4524065,1352789.8,13870321,0.000320063
Albania,1988,7329222,4017755,378799,355586,2577082,4477272.5,1414256.1,13367100,0.000327621
Albania,1989,8986169,4056048,386761,447008,4096352,4559606.5,1495457.9,15631999,0.000336306
Albania,1990,5520602,2498848,383674,465328,2172752,4054786.8,1413757.9,11401768,0.000342179
Albania,1991,4290226,1480256,307458,274800,2227712,4167132.2,1090290.8,9837252,0.000347615
Albania,1992,2517116,799927,102659,198147,1416384,3372130.5,1031332.06,7078085,0.000350079
Albania,1993,2337999,599947,102831,157303,1477918,3523247,1094783.6,6721277,0.000352524
Albania,1994,1923806,168544,51502,98928,1604832,4108337,1311656.2,6685332.5,0.000356067
Albania,1995,2089065.1,161216,103177,51296,1773376,4052124.8,1305029.9,6818155,0.000359371
Albania,1996,2017508,113584,104900,43968,1755056,3865662.5,1169209.9,6403816,0.000361852
Albania,1997,1543009,43968,51761,36640,1410640,3613360.2,1101318.6,5623275.5,0.000363356
Albania,1998,1754709,54845,43552,32907,1623405,3466649.8,1142724.8,5890557.5,0.000364206
Albania,1999,2986196,110056,55050,29348,2791742,3501136.8,1142579.4,6918070,0.000365505
Albania,2000,3024926,69531,93637,21957,2839801,3554067,1196294.6,6753847,0.000366681
Albania,2001,3220656,80608,0,14656,3125392,3495135.5,1162503.8,6906126,0.000367805
Albania,2002,3748272,84272,0,25648,3638352,3459157.8,1301318.6,7369299.5,0.000368232
Albania,2003,4303499,84272,302411,25648,3891168,3479451.5,1315073.1,8417628,0.000368604
Albania,2004,4176684,84272,300172,32976,3759264,3409774.2,1259785.8,7493229.5,0.000369114
Albania,2005,4261413,73216,256491.98,21965,3909740,3396454.8,1273233.8,9992214,0.000370867
Albania,2006,3910715,73210,275828,21963,3539714,3362943,1236587.6,8008983,0.000371454
Albania,2007,3948970,73210,467837,32944,3374978,3240813.8,1213854.6,10685385,0.00037277
Albania,2008,4397043,102592,483891,14656,3795904,3064609.8,1149376.8,9942069,0.000373561
Albania,2009,4406552,388384,585000,18320,3414848,2955902.2,1136315,8564950,0.000373403
Albania,2010,4783865,428688,837737,25648,3491792,2988100.8,1129430.5,8988948,0.00037445
Albania,2011,5314676,534944,976500,29312,3773920,2940880.8,1172188.6,9643023,0.000375502
Albania,2012,4850060,626544,1039500,29312,3154704,3005772.2,1168324.8,9324715,0.000378031
Albania,2013,5287465,795088,1128600,32976,3330576,3035457.5,1144627.8,9658399,0.000380469
Albania,2014,5999650,1028913,1044899.94,58586,3855679,3110111.2,1163654.4,10475174,0.000382276
Albania,2015,4712144,322432,954113,62288,3337904,3143784.5,1201555.2,9691539,0.000383891
Albania,2016,4631979,190528,880470,161216,3359888,3103616.2,1231253.9,9100933,0.000385533
Albania,2017,5293048,274599,1011492,168421,3807772,3099323.2,1206783.8,9765720,0.000387948
Albania,2018,4894953,472656,927638,150224,3330576,3116703.5,1108148.1,9080747,0.000390363
Albania,2019,4826944,322432,927638,131904,3440496,2887838.8,1131882.4,8669044,0.000392163
Albania,2020,4711145,567920,1321753,102592,2718688,2704075.2,1038856.94,8119893,0.000393324
Albania,2021,5134120,856728,1311795,102514,2863082,2678820.2,836294.5,8267427.5,0.000394624
Albania,2022,5173371,835604,1311795,110273,2900337,2618695.8,823284,8114079,0.000395828
Algeria,1950,3783605,1883296,159909,0,1740400,20815832,1712609.9,34227732,0.000308237
Algeria,1951,4131178.8,2040848,221691,0,1868640,21481626,1708092.8,36519304,0.000353659
Algeria,1952,3889207,1842992,239863,0,1806352,20158992,1676621,35837340,0.000396626
Algeria,1953,3999006,1547625,254633.02,0,2196748,22658730,1624950.5,39010584,0.000444927
Algeria,1954,4152301.8,1483920,327086,0,2341296,23067602,1559836.2,40157696,0.000494421
Algeria,1955,4606578,1593840,334354,0,2678384,24935376,1488034.1,43083412,0.000548142
Algeria,1956,4995053,1761093,323214,0,2910746,25831614,1416299.4,45062540,0.000604295
Algeria,1957,5537086,1974896,352526,0,3209664,27008662,1351387.4,47523140,0.000663378
Algeria,1958,5214119,1810016,417943,0,2986160,24361068,1300054,45280916,0.00071725
Algeria,1959,5657017,1461936,472457,0,3722624,27865526,1269054.2,50578164,0.000776566
Algeria,1960,6151241,1256752,523337,0,4371152,30388866,1265143.9,53877070,0.000841614
Algeria,1961,6055920,765313,530285,450400,4309922,31249282,1602116.6,45632948,0.000904015
Algeria,1962,5661010,406441,432200,688387,4133982.2,29736266,1670724.5,40022996,0.000961011
Algeria,1963,5419154,252815.98,436114,604560,4125664.2,27346554,1573484.2,35165064,0.001011887
Algeria,1964,5643044,282128,388868,1190800,3781248,26982230,1602126.4,35450516,0.001061863
Algeria,1965,6588533,263955,367267,1778028,4179283.2,29696944,1812864.2,38445736,0.001117359
Algeria,1966,8420862,271136,327086,1850320,5972320,34790744,1836031.6,47146780,0.001184679
Algeria,1967,8431587,190445,359638,1790918,6090586,32732618,2148725.8,43238140,0.001247064
Algeria,1968,9050236,201602,429019,1884058,6535557,31785374,2333205.2,42781890,0.001307644
Algeria,1969,11262968,450525,468670,2476059,7867713,34153840,2456248.5,47984820,0.001374228
Algeria,1970,15058960,970960,457920,135568,6837024,35728980,2623124,58219896,0.00141736
Algeria,1971,18649530,901344,476091,674176,7617456,36157660,2806179.5,63049956,0.001462075
Algeria,1972,28322640,648528,457920,3136384,7258384,45658304,3027824.8,80358350,0.00153217
Algeria,1973,38277400,820736,497897,3147376,9376176,46786700,2775615,90378330,0.001603795
Algeria,1974,31876660,699824,465188,2451216,9607008,44632572,2606908.5,89786840,0.001670959
Algeria,1975,32001206,791333,468769,4458578,11291155,44568212,2967098.2,91422210,0.001735193
Algeria,1976,39131068,586185,688317,6063352,11034935,48544130,3075259.2,95217650,0.001805728
Algeria,1977,41844910,604560,874065,3605376,13868240,51523844,3240458.5,98898130,0.001880398
Algeria,1978,62455264,571584,1321426,23856304,13164752,56337504,3090615.5,122399160,0.001978334
Algeria,1979,45545550,894016,1841360,8167056,15359488,59755668,3430234.2,109350740,0.002069125
Algeria,1980,66416464,1608496,2021667,25479456,18620448,54301852,3850047.2,125338660,0.002153655
Algeria,1981,46341984,1909095,2165310,11165090,18156554,52380430,3552589.2,103514904,0.00222367
Algeria,1982,39173030,1974896,2126325,7170448,18642432,54067870,3960642.2,95699420,0.002295727
Algeria,1983,52503910,3147595,2318268,16610069,22022174,57174868,4107430,120154900,0.002388283
Algeria,1984,70946536,4026735.8,2660562,30510128,22768096,59248924,4277521,137516020,0.00249264
Algeria,1985,72609070,3077760,2919788,27699840,22504288,61451332,4510679.5,141183180,0.002596959
Algeria,1986,76080390,2726016,3082516,33085918,22760768,63773064,4550912.5,148300340,0.002698442
Algeria,1987,83883496,2967840,3590606,40117136,25091072,66033584,4425571.5,157117390,0.002811407
Algeria,1988,83708040,2975038,3414988,38972268,27284616,66274430,4198745.5,156991280,0.002926505
Algeria,1989,79808264,2986160,3223338,36672976,25153360,70035336,4289198.5,155679340,0.003042454
Algeria,1990,76737624,2942192,2988636,38908016,23204112,73687340,4447066,160869060,0.003163523
Algeria,1991,78806830,2689376,2969362,38428030,26065696,72924280,4490334.5,169125710,0.003286283
Algeria,1992,79883310,2377936,2997929,31931760,28678128,74174850,4612912.5,165197940,0.003391127
Algeria,1993,81943970,1923600,2988434,36097730,27992960,79055410,4750126.5,171063420,0.003504195
Algeria,1994,88608390,2286238,2820683,37385860,30450202,78542950,4413653,175044590,0.003622354
Algeria,1995,96776920,1934592,3165241,47221630,27080624,86483896,4092529.8,192564860,0.003761114
Algeria,1996,100039430,1406976,3006197,50566864,27406720,88907320,4112024.2,196755660,0.003898015
Algeria,1997,88369416,1381328,3271314,39006944,30019152,83839624,4060136.2,179374510,0.00401337
Algeria,1998,106536560,2110464,3446434,54641230,33089584,82317370,4699206,196013800,0.004124619
Algeria,1999,91449100,2172665,3435307,50920228,22188294,85214280,4801804,183054050,0.004228102
Algeria,2000,85398600,1960240,3789426,38534290,26827808,90852616,4837643.5,183103260,0.004350951
Algeria,2001,86839250,2095808,3765771,41029470,28458288,80835990,5131508,175084430,0.004457978
Algeria,2002,90692380,2608768,4057716.8,44653170,29495200,77020984,4924589.5,175334690,0.00455585
Algeria,2003,94580616,2788304,4032067.8,44026624,31942752,84691630,5189727,187612640,0.004665482
Algeria,2004,91714220,1923600,4896735,41209010,32818448,82042970,5853741,181704370,0.004764297
Algeria,2005,110992510,2363280,5661540,61210784,31052400,84015460,5310011.5,201883020,0.004871122
Algeria,2006,105896180,2700368,6540025,49306450,35233024,88032440,5289944.5,200437900,0.004979234
Algeria,2007,109889440,3011808,7000746,51076160,38321776,83361920,6234625.5,200464480,0.005075641
Algeria,2008,111087410,3008246,7583376,51550560,37363070,86948504,6001173,204950270,0.005179293
Algeria,2009,118856330,1593840,8220337,54894050,44891330,79770184,6606129.5,205922460,0.005264828
Algeria,2010,118353256,1216486,8252310,53367830,45365410,85122990,6910072.5,210811920,0.00535408
Algeria,2011,125094570,1047871.94,8187219.5,56720636,46919740,84706296,7086270.5,217176100,0.005446994
Algeria,2012,135674290,1036882.06,7696658,64114496,48539276,86507680,7613777,229929940,0.005546121
Algeria,2013,140786380,725472,7298420,65450036,51918880,84753450,7705818.5,233757600,0.005634877
Algeria,2014,151282780,545922,7667871,73831360,52884812,88161290,8041896.5,247471360,0.005736189
Algeria,2015,160087460,501968.03,8062013.5,78768670,55590210,88764240,8190445,257117600,0.005827647
Algeria,2016,158481630,0,9105100,78677070,54626576,93740050,8192618.5,260646420,0.005923957
Algeria,2017,165173870,864704,10084485,82352060,55322736,93667610,8174695.5,267286860,0.006032813
Algeria,2018,172705260,1450878,9746079,88884610,56232520,93982024,8316333,276093860,0.006149038
Algeria,2019,179906580,1198154,10100410,91997720,59636570,91641064,8400445,280463360,0.006257992
Algeria,2020,168177860,542272,8957794,87023660,54124610,87372350,8036345,264183620,0.006342089
Algeria,2021,179596320,1106552,9554980,96259010,57342830,94872050,8119345,283354430,0.006465822
Algeria,2022,184558080,774984,9554980,100626400,57407370,96622160,8164929,290326370,0.006602749
Argentina,1950,29921192,3561408,777737,0,25582048,74122450,16199394,169067710,0.007229873
Argentina,1951,34962916,5470352,770468,1417968,27304128,76002370,16837790,173825180,0.007333333
Argentina,1952,36095124,4506720,766834,1535216,29286352,77654690,17757434,175627230,0.007438106
Argentina,1953,35134740,3114400,817714,1194464,30008160,79235760,18893178,176995040,0.007543862
Argentina,1954,36750356,3722253,843070,1208999,30976032,80903180,20179888,180918660,0.00765189
Argentina,1955,39559988,3209664,923108,1227440,34199776,82853420,21552422,187167870,0.007763828
Argentina,1956,44296736,3814224,1021234.06,1304384,38156896,84888776,22945634,196017740,0.007880862
Argentina,1957,47607776,3359888,1170239,1458272,41619376,86817430,24294386,203572420,0.008002196
Argentina,1958,44192510,3781248,1221119,1480256,37709890,87702800,25533540,202936540,0.008122513
Argentina,1959,48948800,3729952,1170239,1472928,42575680,89763410,26597950,211273280,0.008247665
Argentina,1960,48764500,3905824,1304708,2363280,41190690,91095620,27422478,204545490,0.008369787
Argentina,1961,51126708,3539424,1435542,4030399.8,42121344,94602470,28168866,225583900,0.008504288
Argentina,1962,53640124,2007872.1,1446445,5107616,45078190,95261050,27879098,229330600,0.008638822
Argentina,1963,50032660,2304656,1253828,5829424,40644750,90262824,26966378,222975230,0.00875988
Argentina,1964,55670040,2557304,1439082,6466534,45207124,94841650,28312244,237776400,0.008892173
Argentina,1965,58804852,2601440,1631794,7247392,47324224,102391576,29919332,276238850,0.009051047
Argentina,1966,63072668,2586784,1722651,7848288,48569984,105902840,31045926,284320580,0.00921635
Argentina,1967,65475984,2938857,1755556,8208277.5,49777348,110129990,32336706,320203200,0.009401723
Argentina,1968,69009220,2366944,2064273.1,9141680,52560080,110684130,31990546,294982100,0.009573853
Argentina,1969,77248870,2590448,2147862,9105040,60573250,106387380,30702310,285759200,0.009732172
Argentina,1970,82648000,3286608,2344113,10281184,63925810,107228424,31344046,284622600,0.009888873
Argentina,1971,88847130,2927536,2735801,11021312,69319220,108947970,31266720,288532700,0.010046475
Argentina,1972,90066640,2857920,2698560,12468592,69297230,113597810,32493600,289247070,0.010208615
Argentina,1973,93975900,2879904,2570099,14187008,71209840,116934970,33490694,292611900,0.010374543
Argentina,1974,95480376,3367216,2674921,14923472,71451660,117562420,33325918,290202340,0.0105372
Argentina,1975,94845480,3594384,2714200,15722224,68912510,120160510,34022932,289226460,0.010699812
Argentina,1976,99699160,3239095,2841420,16466621,71868340,123090850,35180680,294325540,0.010865483
Argentina,1977,100705870,2703934,2986880,16905080,72702110,127543040,35476156,297392700,0.011035912
Argentina,1978,102555590,3832544,3147611,16425713,72898940,122621620,34666070,290101300,0.011193567
Argentina,1979,110616140,3601712,3326896,18015888,79072780,122541450,34491510,295620030,0.011349647
Argentina,1980,108656130,2865248,3561618,19565760,76507980,121109060,33916096,294759600,0.011500527
Argentina,1981,101968540,2956848,3322670,20485424,70059340,118673330,33592440,284573730,0.011636268
Argentina,1982,103351140,2660158,2814740,23248904,69032210,117162760,33445648,282868740,0.01176759
Argentina,1983,105142040,2191072,2817508,26263552,68674350,120066104,33849572,288463970,0.01191557
Argentina,1984,106451700,2147178,2617694,27301404,67236720,121290020,34037556,292389570,0.012058522
Argentina,1985,100531220,2773547,2324940,28808982,60435480,120626060,33567388,281289150,0.012181015
Argentina,1986,104150060,3392864,2789169,30964464,62200064,119072810,33074412,283786660,0.01229547
Argentina,1987,114877224,3777584,3169197,36698624,66453964,117286360,32827546,294797020,0.012403985
Argentina,1988,121404740,4023193,3046641,42232540,66232460,120323480,32920994,308004800,0.012522205
Argentina,1989,117020424,4143983.8,2252950,44609200,59752510,121827580,32630396,309019260,0.012651465
Argentina,1990,112148700,3140048,1822000,43213216,59188256,122548420,33238124,312333980,0.012781755
Argentina,1991,117754900,2938528,2196000,47283920,61232770,122050430,33180622,346003840,0.012923137
Argentina,1992,121534696,3107072,2495000,48302510,63632690,124153096,34010360,342418700,0.013057365
Argentina,1993,118001064,2528239,2761000,40807240,67152220,123986960,33645016,335297250,0.013181754
Argentina,1994,118469420,3561301,3050000,42676988,67203064,125816290,34684070,337788580,0.013308968
Argentina,1995,125276640,3740944,2621000,53193950,62833936,128134970,34819624,347306050,0.013439185
Argentina,1996,131149500,3114315,2422000,57541548,65920892,124794670,35221084,350827970,0.013560101
Argentina,1997,136553060,2806624,3169000,61503904,66867996,125230470,35464520,358377600,0.013676613
Argentina,1998,139320100,3154704,3283000,61613824,69575700,122855464,35361484,360215040,0.013799578
Argentina,1999,148303870,2788304,3290000,67619120,72723070,127468450,35733376,375175650,0.013936746
Argentina,2000,143468700,2359677,2771000,69438250,67433990,128913630,37153664,376635360,0.014079595
Argentina,2001,135136850,2007817,2481000,64807068,64334420,128148856,36638590,375234980,0.014225249
Argentina,2002,124931020,1579184,1729000,62617760,57495490,131580560,37247540,438217600,0.014407588
Argentina,2003,134481250,2480461,2280000,69068184,59355188,140466300,41096780,496371460,0.014624661
Argentina,2004,157049420,2531824,2701000,82912660,67813310,142708210,41395730,548136700,0.014866263
Argentina,2005,161588540,3667664,3241000,81967340,71799740,140585090,41023090,561961500,0.015111992
Argentina,2006,174308940,3968029,3764000,83867190,81910660,143170830,42346908,578215740,0.015372104
Argentina,2007,173581010,3759264,3998000,87177550,77951600,139470530,44563450,509561060,0.015598843
Argentina,2008,187342380,3975440,3990000,90119740,88657810,137054900,43286092,489573300,0.015806954
Argentina,2009,178180670,3304860,3810000,87992824,82379690,130645560,38025844,581036000,0.016043225
Argentina,2010,185945940,4081696,4178000,86928400,90145390,121533210,39071492,532046240,0.016241616
Argentina,2011,189775150,4825488,4586000,92585620,86906420,120202560,40157548,530075900,0.016437957
Argentina,2012,191361730,5078304,4184000,95381250,85587380,123674920,39694164,492679100,0.016618952
Argentina,2013,189537740,4840051,4581000,91338100,87487304,124986370,41113830,465764700,0.01679022
Argentina,2014,188396530,5536412,4336000,92843900,84291960,125941740,41196548,484720500,0.016968051
Argentina,2015,191743840,5466688,4571000,93534590,86954050,126093330,40863548,451466560,0.01712672
Argentina,2016,189920450,4191696.2,4028999.8,96302760,84555740,128369784,43600310,443719580,0.017291885
Argentina,2017,186898880,4279469,4362090,96441930,80855576,132715570,46019068,421576700,0.017453134
Argentina,2018,180599310,4356408,4368692,96123096,74392350,132614410,45210680,418329300,0.017617293
Argentina,2019,178508060,2143396,4140926,95606460,74846660,133369704,46944990,436947200,0.01778223
Argentina,2020,165120860,3224320,3508472,89082830,67318670,131849830,48198100,396198750,0.01792365
Argentina,2021,191107840,4510384,4670734,93072930,86529020,129182180,48219510,416623940,0.018071499
Argentina,2022,204080690,4779735,5062505,92908330,99135070,129569350,48748868,433365570,0.018220952
Armenia,1950,1482164,647125,20405,66644,747990,635260.1,352858.1,2467488.5,5.9243E-05
Armenia,1951,1604598,701469,24107,72130,806892,661738.75,363639.94,2736278.5,6.08117E-05
Armenia,1952,1717958,727249,27461,71915,891334,692584.1,376623.5,3052448.2,6.25504E-05
Armenia,1953,1816943,746005,31124,75695,964119,726567.56,391225.25,3286507.2,6.44267E-05
Armenia,1954,1982554,803450,37080,81933,1060090,764388.3,406861.97,3619049.8,6.64904E-05
Armenia,1955,2247789,889592,43957,96672,1217568,805951.8,422950.16,4041267.5,6.8788E-05
Armenia,1956,2467030,924550,48665,126090.01,1367725,849222.94,438906.56,4368009.5,7.12685E-05
Armenia,1957,2700533,957699,56642,190311,1495881,894868.3,454147.75,4663159,7.39213E-05
