country,year,co2,coal_co2,cement_co2,gas_co2,oil_co2,methane,n2o,ghg,warmingimpact
Albania,1996,2400139.5,113584,104900,43968,1755056,3865662.5,1169209.9,6403816,0.00036185203
Albania,1997,1863352.5,43968,51761,36640,1410640,3613360.2,1101318.6,5623275.5,0.00036335553
Albania,1998,2077580.8,54845,43552,32907,1623405,3466649.8,1142724.8,5890557.5,0.0003642063
Albania,1999,3030640.2,110056,55050,29348,2791742,3501136.8,1142579.4,6918070,0.00036550505
Albania,2000,2937906,69531,93637,21957,2839801,3554067,1196294.6,6753847,0.00036668053
Albania,2001,3076880.8,80608,0,14656,3125392,3495135.5,1162503.8,6906126,0.000367805
Albania,2002,3490326.5,84272,0,25648,3638352,3459157.8,1301318.6,7369299.5,0.00036823243
Albania,2003,4531986,84272,302411,25648,3891168,3479451.5,1315073.1,8417628,0.0003686044
Albania,2004,3315754,84272,300172,32976,3759264,3409774.2,1259785.8,7493229.5,0.0003691143
Albania,2005,6593915.5,73216,256491.98,21965,3909740,3396454.8,1273233.8,9992214,0.0003708665
Albania,2006,4280449,73210,275828,21963,3539714,3362943,1236587.6,8008983,0.00037145373
Albania,2007,6315401,73210,467837,32944,3374978,3240813.8,1213854.6,10685385,0.00037276972
Albania,2008,6235052,102592,483891,14656,3795904,3064609.8,1149376.8,9942069,0.00037356096
Albania,2009,5350765,388384,585000,18320,3414848,2955902.2,1136315,8564950,0.00037340264
Albania,2010,5399344,428688,837737,25648,3491792,2988100.8,1129430.5,8988948,0.00037444962
Albania,2011,6025345.5,534944,976500,29312,3773920,2940880.8,1172188.6,9643023,0.0003755019
Albania,2012,5465905,626544,1039500,29312,3154704,3005772.2,1168324.8,9324715,0.00037803076
Albania,2013,5782361.5,795088,1128600,32976,3330576,3035457.5,1144627.8,9658399,0.00038046858
Albania,2014,6535986.5,1028913,1044899.94,58586,3855679,3110111.2,1163654.4,10475174,0.00038227605
Albania,2015,5791375,322432,954113,62288,3337904,3143784.5,1201555.2,9691539,0.00038389128
Albania,2016,5180040,190528,880470,161216,3359888,3103616.2,1231253.9,9100933,0.0003855327
Albania,2017,5917100.5,274599,1011492,168421,3807772,3099323.2,1206783.8,9765720,0.00038794812
Albania,2018,5422972,472656,927638,150224,3330576,3116703.5,1108148.1,9080747,0.0003903626
Albania,2019,5052903,322432,927638,131904,3440496,2887838.8,1131882.4,8669044,0.00039216309
Albania,2020,4646842,567920,1321753,102592,2718688,2704075.2,1038856.94,8119893,0.00039332398
Albania,2021,4970082.5,856728,1311795,102514,2863082,2678820.2,836294.5,8267427.5,0.00039462373
Albania,2022,4856435,835604,1311795,110273,2900337,2618695.8,823284,8114079,0.00039582778
Algeria,1950,15880301,1883296,159909,0,1740400,20815832,1712609.9,34227732,0.00030823742
Algeria,1951,20023302,2040848,221691,0,1868640,21481626,1708092.8,36519304,0.00035365883
Algeria,1952,22753640,1842992,239863,0,1806352,20158992,1676621,35837340,0.00039662598
Algeria,1953,25463926,1547625,254633.02,0,2196748,22658730,1624950.5,39010584,0.00044492653
Algeria,1954,28279192,1483920,327086,0,2341296,23067602,1559836.2,40157696,0.0004944214
Algeria,1955,31492972,1593840,334354,0,2678384,24935376,1488034.1,43083412,0.00054814207
Algeria,1956,34608676,1761093,323214,0,2910746,25831614,1416299.4,45062540,0.00060429506
Algeria,1957,38036880,1974896,352526,0,3209664,27008662,1351387.4,47523140,0.0006633784
Algeria,1958,40592056,1810016,417943,0,2986160,24361068,1300054,45280916,0.0007172498
Algeria,1959,43921780,1461936,472457,0,3722624,27865526,1269054.2,50578164,0.0007765658
Algeria,1960,47478740,1256752,523337,0,4371152,30388866,1265143.9,53877070,0.0008416136
Algeria,1961,27859798,765313,530285,450400,4309922,31249282,1602116.6,45632948,0.000904015
Algeria,1962,18359518,406441,432200,688387,4133982.2,29736266,1670724.5,40022996,0.0009610113
Algeria,1963,13121358,252815.98,436114,604560,4125664.2,27346554,1573484.2,35165064,0.0010118865
Algeria,1964,13178499,282128,388868,1190800,3781248,26982230,1602126.4,35450516,0.0010618627
Algeria,1965,12014074,263955,367267,1778028,4179283.2,29696944,1812864.2,38445736,0.0011173588
Algeria,1966,17514836,271136,327086,1850320,5972320,34790744,1836031.6,47146780,0.0011846789
Algeria,1967,12873857,190445,359638,1790918,6090586,32732618,2148725.8,43238140,0.0012470643
Algeria,1968,12391841,201602,429019,1884058,6535557,31785374,2333205.2,42781890,0.0013076443
Algeria,1969,14792829,450525,468670,2476059,7867713,34153840,2456248.5,47984820,0.0013742276
Algeria,1970,28439156,970960,457920,135568,6837024,35728980,2623124,58219896,0.0014173595
Algeria,1971,34399160,901344,476091,674176,7617456,36157660,2806179.5,63049956,0.0014620754
Algeria,1972,38989790,648528,457920,3136384,7258384,45658304,3027824.8,80358350,0.0015321696
Algeria,1973,47031690,820736,497897,3147376,9376176,46786700,2775615,90378330,0.0016037947
Algeria,1974,57984420,699824,465188,2451216,9607008,44632572,2606908.5,89786840,0.0016709587
Algeria,1975,61642896,791333,468769,4458578,11291155,44568212,2967098.2,91422210,0.0017351928
Algeria,1976,52326856,586185,688317,6063352,11034935,48544130,3075259.2,95217650,0.0018057283
Algeria,1977,49836572,604560,874065,3605376,13868240,51523844,3240458.5,98898130,0.0018803984
Algeria,1978,66644680,571584,1321426,23856304,13164752,56337504,3090615.5,122399160,0.0019783343
Algeria,1979,49101172,894016,1841360,8167056,15359488,59755668,3430234.2,109350740,0.002069125
Algeria,1980,68927880,1608496,2021667,25479456,18620448,54301852,3850047.2,125338660,0.0021536553
Algeria,1981,48700244,1909095,2165310,11165090,18156554,52380430,3552589.2,103514904,0.00222367
Algeria,1982,35628076,1974896,2126325,7170448,18642432,54067870,3960642.2,95699420,0.0022957274
Algeria,1983,66088190,3147595,2318268,16610069,22022174,57174868,4107430,120154900,0.002388283
Algeria,1984,77460136,4026735.8,2660562,30510128,22768096,59248924,4277521,137516020,0.0024926395
Algeria,1985,77544550,3077760,2919788,27699840,22504288,61451332,4510679.5,141183180,0.0025969585
Algeria,1986,84323920,2726016,3082516,33085918,22760768,63773064,4550912.5,148300340,0.0026984424
Algeria,1987,89685550,2967840,3590606,40117136,25091072,66033584,4425571.5,157117390,0.0028114074
Algeria,1988,89357970,2975038,3414988,38972268,27284616,66274430,4198745.5,156991280,0.0029265052
Algeria,1989,82728030,2986160,3223338,36672976,25153360,70035336,4289198.5,155679340,0.0030424541
Algeria,1990,88921860,2942192,2988636,38908016,23204112,73687340,4447066,160869060,0.0031635233
Algeria,1991,106266210,2689376,2969362,38428030,26065696,72924280,4490334.5,169125710,0.003286283
Algeria,1992,93283656,2377936,2997929,31931760,28678128,74174850,4612912.5,165197940,0.0033911266
Algeria,1993,91907380,1923600,2988434,36097730,27992960,79055410,4750126.5,171063420,0.0035041948
Algeria,1994,95919250,2286238,2820683,37385860,30450202,78542950,4413653,175044590,0.0036223542
Algeria,1995,108136824,1934592,3165241,47221630,27080624,86483896,4092529.8,192564860,0.0037611139
Algeria,1996,108202160,1406976,3006197,50566864,27406720,88907320,4112024.2,196755660,0.003898015
Algeria,1997,94899910,1381328,3271314,39006944,30019152,83839624,4060136.2,179374510,0.00401337
Algeria,1998,111602960,2110464,3446434,54641230,33089584,82317370,4699206,196013800,0.004124619
Algeria,1999,94668070,2172665,3435307,50920228,22188294,85214280,4801804,183054050,0.0042281016
Algeria,2000,90485810,1960240,3789426,38534290,26827808,90852616,4837643.5,183103260,0.004350951
Algeria,2001,92431870,2095808,3765771,41029470,28458288,80835990,5131508,175084430,0.004457978
Algeria,2002,97339576,2608768,4057716.8,44653170,29495200,77020984,4924589.5,175334690,0.0045558503
Algeria,2003,102615220,2788304,4032067.8,44026624,31942752,84691630,5189727,187612640,0.0046654823
Algeria,2004,97820830,1923600,4896735,41209010,32818448,82042970,5853741,181704370,0.0047642966
Algeria,2005,116092540,2363280,5661540,61210784,31052400,84015460,5310011.5,201883020,0.004871122
Algeria,2006,110134690,2700368,6540025,49306450,35233024,88032440,5289944.5,200437900,0.004979234
Algeria,2007,113697030,3011808,7000746,51076160,38321776,83361920,6234625.5,200464480,0.0050756405
Algeria,2008,115072340,3008246,7583376,51550560,37363070,86948504,6001173,204950270,0.005179293
Algeria,2009,122461010,1593840,8220337,54894050,44891330,79770184,6606129.5,205922460,0.0052648275
Algeria,2010,121575816,1216486,8252310,53367830,45365410,85122990,6910072.5,210811920,0.0053540803
Algeria,2011,127819590,1047871.94,8187219.5,56720636,46919740,84706296,7086270.5,217176100,0.005446994
Algeria,2012,138188960,1036882.06,7696658,64114496,48539276,86507680,7613777,229929940,0.005546121
Algeria,2013,143942110,725472,7298420,65450036,51918880,84753450,7705818.5,233757600,0.005634877
Algeria,2014,153737330,545922,7667871,73831360,52884812,88161290,8041896.5,247471360,0.005736189
Algeria,2015,162202060,501968.03,8062013.5,78768670,55590210,88764240,8190445,257117600,0.0058276467
Algeria,2016,160890780,0,9105100,78677070,54626576,93740050,8192618.5,260646420,0.0059239566
Algeria,2017,167645200,864704,10084485,82352060,55322736,93667610,8174695.5,267286860,0.006032813
Algeria,2018,176486290,1450878,9746079,88884610,56232520,93982024,8316333,276093860,0.006149038
Algeria,2019,182398460,1198154,10100410,91997720,59636570,91641064,8400445,280463360,0.0062579922
Algeria,2020,170067630,542272,8957794,87023660,54124610,87372350,8036345,264183620,0.0063420893
Algeria,2021,181689740,1106552,9554980,96259010,57342830,94872050,8119345,283354430,0.006465822
Algeria,2022,186724270,774984,9554980,100626400,57407370,96622160,8164929,290326370,0.0066027488
Argentina,1950,41947650,3561408,777737,0,25582048,74122450,16199394,169067710,0.007229873
Argentina,1951,57528796,5470352,770468,1417968,27304128,76002370,16837790,173825180,0.007333333
Argentina,1952,66139484,4506720,766834,1535216,29286352,77654690,17757434,175627230,0.0074381055
Argentina,1953,70427200,3114400,817714,1194464,30008160,79235760,18893178,176995040,0.0075438623
Argentina,1954,75862056,3722253,843070,1208999,30976032,80903180,20179888,180918660,0.00765189
Argentina,1955,81884320,3209664,923108,1227440,34199776,82853420,21552422,187167870,0.0077638277
Argentina,1956,89351980,3814224,1021234.06,1304384,38156896,84888776,22945634,196017740,0.007880862
Argentina,1957,94584770,3359888,1170239,1458272,41619376,86817430,24294386,203572420,0.0080021955
Argentina,1958,92956830,3781248,1221119,1480256,37709890,87702800,25533540,202936540,0.008122513
Argentina,1959,100070830,3729952,1170239,1472928,42575680,89763410,26597950,211273280,0.008247665
Argentina,1960,82385870,3905824,1304708,2363280,41190690,91095620,27422478,204545490,0.008369787
Argentina,1961,116720080,3539424,1435542,4030399.8,42121344,94602470,28168866,225583900,0.008504288
Argentina,1962,122804900,2007872.1,1446445,5107616,45078190,95261050,27879098,229330600,0.008638822
Argentina,1963,120948290,2304656,1253828,5829424,40644750,90262824,26966378,222975230,0.00875988
Argentina,1964,133395170,2557304,1439082,6466534,45207124,94841650,28312244,237776400,0.008892173
Argentina,1965,190779790,2601440,1631794,7247392,47324224,102391576,29919332,276238850,0.009051047
Argentina,1966,193385330,2586784,1722651,7848288,48569984,105902840,31045926,284320580,0.00921635
Argentina,1967,254527060,2938857,1755556,8208277.5,49777348,110129990,32336706,320203200,0.009401723
Argentina,1968,196374690,2366944,2064273.1,9141680,52560080,110684130,31990546,294982100,0.009573853
Argentina,1969,172332900,2590448,2147862,9105040,60573250,106387380,30702310,285759200,0.009732172
Argentina,1970,161312720,3286608,2344113,10281184,63925810,107228424,31344046,284622600,0.009888873
Argentina,1971,157940210,2927536,2735801,11021312,69319220,108947970,31266720,288532700,0.010046475
Argentina,1972,153368350,2857920,2698560,12468592,69297230,113597810,32493600,289247070,0.010208615
Argentina,1973,153282910,2879904,2570099,14187008,71209840,116934970,33490694,292611900,0.010374543
Argentina,1974,152126340,3367216,2674921,14923472,71451660,117562420,33325918,290202340,0.0105372
Argentina,1975,148891710,3594384,2714200,15722224,68912510,120160510,34022932,289226460,0.010699812
Argentina,1976,151256000,3239095,2841420,16466621,71868340,123090850,35180680,294325540,0.010865483
Argentina,1977,151535230,2703934,2986880,16905080,72702110,127543040,35476156,297392700,0.011035912
Argentina,1978,151178880,3832544,3147611,16425713,72898940,122621620,34666070,290101300,0.011193567
Argentina,1979,158125360,3601712,3326896,18015888,79072780,122541450,34491510,295620030,0.011349647
Argentina,1980,156108030,2865248,3561618,19565760,76507980,121109060,33916096,294759600,0.011500527
Argentina,1981,147343040,2956848,3322670,20485424,70059340,118673330,33592440,284573730,0.011636268
Argentina,1982,148151460,2660158,2814740,23248904,69032210,117162760,33445648,282868740,0.0117675895
Argentina,1983,149939400,2191072,2817508,26263552,68674350,120066104,33849572,288463970,0.01191557
Argentina,1984,150778770,2147178,2617694,27301404,67236720,121290020,34037556,292389570,0.012058522
Argentina,1985,143956180,2773547,2324940,28808982,60435480,120626060,33567388,281289150,0.012181015
Argentina,1986,146848780,3392864,2789169,30964464,62200064,119072810,33074412,283786660,0.01229547
Argentina,1987,157474190,3777584,3169197,36698624,66453964,117286360,32827546,294797020,0.012403985
Argentina,1988,161914140,4023193,3046641,42232540,66232460,120323480,32920994,308004800,0.012522205
Argentina,1989,157127260,4143983.8,2252950,44609200,59752510,121827580,32630396,309019260,0.012651465
Argentina,1990,152031000,3140048,1822000,43213216,59188256,122548420,33238124,312333980,0.012781755
Argentina,1991,201189570,2938528,2196000,47283920,61232770,122050430,33180622,346003840,0.012923137
Argentina,1992,176525870,3107072,2495000,48302510,63632690,124153096,34010360,342418700,0.013057365
Argentina,1993,162165540,2528239,2761000,40807240,67152220,123986960,33645016,335297250,0.013181754
Argentina,1994,161877090,3561301,3050000,42676988,67203064,125816290,34684070,337788580,0.013308968
Argentina,1995,168945660,3740944,2621000,53193950,62833936,128134970,34819624,347306050,0.013439185
Argentina,1996,176249600,3114315,2422000,57541548,65920892,124794670,35221084,350827970,0.013560101
Argentina,1997,186306400,2806624,3169000,61503904,66867996,125230470,35464520,358377600,0.013676613
Argentina,1998,195333710,3154704,3283000,61613824,69575700,122855464,35361484,360215040,0.013799578
Argentina,1999,200413870,2788304,3290000,67619120,72723070,127468450,35733376,375175650,0.013936746
Argentina,2000,196018080,2359677,2771000,69438250,67433990,128913630,37153664,376635360,0.014079595
Argentina,2001,184885220,2007817,2481000,64807068,64334420,128148856,36638590,375234980,0.014225249
Argentina,2002,304010620,1579184,1729000,62617760,57495490,131580560,37247540,438217600,0.014407588
Argentina,2003,378104260,2480461,2280000,69068184,59355188,140466300,41096780,496371460,0.014624661
Argentina,2004,443883900,2531824,2701000,82912660,67813310,142708210,41395730,548136700,0.014866263
Argentina,2005,463470300,3667664,3241000,81967340,71799740,140585090,41023090,561961500,0.015111992
Argentina,2006,469515330,3968029,3764000,83867190,81910660,143170830,42346908,578215740,0.015372104
Argentina,2007,331774140,3759264,3998000,87177550,77951600,139470530,44563450,509561060,0.015598843
Argentina,2008,275776800,3975440,3990000,90119740,88657810,137054900,43286092,489573300,0.015806954
Argentina,2009,502985570,3304860,3810000,87992824,82379690,130645560,38025844,581036000,0.016043225
Argentina,2010,422124800,4081696,4178000,86928400,90145390,121533210,39071492,532046240,0.016241616
Argentina,2011,415205440,4825488,4586000,92585620,86906420,120202560,40157548,530075900,0.016437957
Argentina,2012,338238400,5078304,4184000,95381250,85587380,123674920,39694164,492679100,0.016618952
Argentina,2013,296514080,4840051,4581000,91338100,87487304,124986370,41113830,465764700,0.01679022
Argentina,2014,347881860,5536412,4336000,92843900,84291960,125941740,41196548,484720500,0.016968051
Argentina,2015,297819740,5466688,4571000,93534590,86954050,126093330,40863548,451466560,0.01712672
Argentina,2016,286691330,4191696.2,4028999.8,96302760,84555740,128369784,43600310,443719580,0.017291885
Argentina,2017,261939650,4279469,4362090,96441930,80855576,132715570,46019068,421576700,0.017453134
Argentina,2018,284018980,4356408,4368692,96123096,74392350,132614410,45210680,418329300,0.017617293
Argentina,2019,338231360,2143396,4140926,95606460,74846660,133369704,46944990,436947200,0.01778223
Argentina,2020,284349250,3224320,3508472,89082830,67318670,131849830,48198100,396198750,0.01792365
Argentina,2021,306170530,4510384,4670734,93072930,86529020,129182180,48219510,416623940,0.018071499
Argentina,2022,316751100,4779735,5062505,92908330,99135070,129569350,48748868,433365570,0.018220952
Armenia,1950,1350443.2,647125,20405,66644,747990,635260.1,352858.1,2467488.5,0.000059242968
